Name	Type	DatabaseType	GUID
PowerInfuseBracesrOfArchery	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	5deca2d1-c86b-588a-92d9-f2e09aa5a092
PowerInfuseCloakOfElvenKind	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	1b8d7f3b-af58-5ff4-bf85-e3ba5a060baf
PowerInfuseCloakOfProtection	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	ec761e6a-4e51-515c-943f-2474090dac2d
PowerInfuseDarkvision	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	22179db3-5388-51b3-877d-767775c0c600
PowerInfuseGauntletsOfOgrePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	271dc4fe-5311-581b-bc53-f0a3c4f387d4
PowerInfuseHeadbandOfIntellect	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	5b9e8153-844f-50ed-8c48-0ed480059748
PowerInfuseRingProtectionPlus1	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	f43fdc59-0b1a-5d49-94a3-46d9c670d2d5
PowerInfuseSlippersOfSpiderClimbing	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	c38b716b-69b4-511c-8081-1b5cc8a54f8a
PowerInspiringLeaderFeat	FeatureDefinitionPower	FeatureDefinition	4c92757e-27bd-5efc-bfac-d4055e875ee8
PowerInvisibilityFromFeat	FeatureDefinitionPower	FeatureDefinition	b0baf5f2-42f4-554a-b807-3cf4be82af25
PowerManipulatorDominatePerson	FeatureDefinitionPower	FeatureDefinition	c6cf9af7-960e-55f8-bc35-95fc08ce1ec3
PowerMedKitHealerFeat	FeatureDefinitionPower	FeatureDefinition	e2f39f8b-7d89-5860-a6fd-d84adfdc2025
PowerMeleeWizardArcaneWeapon	FeatureDefinitionPower	FeatureDefinition	a42e34d9-f1c2-519d-9e9d-b3365cd92547
PowerMistyStepFromFeat	FeatureDefinitionPower	FeatureDefinition	825e4d2f-6946-582e-9c10-bacf0da37b83
PowerPugilistOffhandAttack	FeatureDefinitionPower	FeatureDefinition	a97a1c9c-232b-42ae-8003-30d244e958b3
PowerResuscitateHealerFeat	FeatureDefinitionPower	FeatureDefinition	f939c074-87fc-5688-9394-46a0976947dd
PowerSpellMasterBonusRecovery	FeatureDefinitionPower	FeatureDefinition	167cf9ce-de8f-5e22-8652-39cb247dad4f
PowerSpellShieldArcaneDeflection	FeatureDefinitionPower	FeatureDefinition	75778ecf-eb93-5937-b63c-923262236985
PowerStabilizeHealerFeat	FeatureDefinitionPower	FeatureDefinition	61228eda-6b7e-5766-ab11-2912cead53b7
PowerTelekineticChaPull	FeatureDefinitionPower	FeatureDefinition	9a1e58e1-e996-5d7b-8cf5-540d01f9cdba
PowerTelekineticChaPush	FeatureDefinitionPower	FeatureDefinition	c421d0a5-6f51-5513-a173-cf8d6575c416
PowerTelekineticIntPull	FeatureDefinitionPower	FeatureDefinition	0c4769e1-7785-5615-946c-999fa27b1408
PowerTelekineticIntPush	FeatureDefinitionPower	FeatureDefinition	b5710ff2-d652-5915-9a1e-d574795c480c
PowerTelekineticWisPull	FeatureDefinitionPower	FeatureDefinition	ddd0fc6d-f0ff-556e-8854-b40c54b63c7f
PowerTelekineticWisPush	FeatureDefinitionPower	FeatureDefinition	0c396538-d91f-5d84-aee4-fefeb85d6f54
PowerTorchbearer	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionConditionalPower	FeatureDefinition	22c560c7-1dc9-5de0-946f-5e63033a902c
PowerTransmuteConstitution	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	c4a238c6-dbf1-5ecc-8afc-f6bbcc939d15
PowerTransmuteDarkvision	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	a969b92d-699a-52ec-94d1-ece582ec54fa
PowerTransmuteFly	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	0697924f-54e5-5404-a3ca-01c1f9fbf0cc
PowerTransmuteHeal	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	a4f82831-ebed-5da7-9042-822a20b76ce7
PowerTransmutePoison	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	394c3455-693e-5b31-85d5-fef1ff038a90
PowerTransmuteRevive	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	07d262ce-8705-50d7-9809-45219d44a1d1
ProficiencyArmorTinkerer	FeatureDefinitionProficiency	FeatureDefinition	81498ced-4ee9-555b-bbeb-30913945abd4
ProficiencyFeatPickPocket	FeatureDefinitionProficiency	FeatureDefinition	d8046b0c-2f93-4b47-b2dd-110234a4a848
ProficiencyTinkererSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	e835f607-1d21-5e9c-868c-40b9093ee6eb
ProficiencyToolsTinkerer	FeatureDefinitionProficiency	FeatureDefinition	4ef27523-8036-5578-9e9d-8e83f7f790a8
ProficiencyWeaponArcaneFighter	FeatureDefinitionProficiency	FeatureDefinition	5450b412-3f29-549a-ae04-7eca337d58d1
ProficiencyWeaponArtificerBattleSmith	FeatureDefinitionProficiency	FeatureDefinition	2dfc30c6-e1d5-5dfc-bdd5-38a874762850
ProficiencyWeaponTinkerer	FeatureDefinitionProficiency	FeatureDefinition	9869843a-9947-506b-b1cb-2d63424e2481
ProficiencyWitchArmor	FeatureDefinitionProficiency	FeatureDefinition	67bd5f6b-350f-58ac-9b3c-d1b5fd165d45
ProficiencyWitchSavingthrow	FeatureDefinitionProficiency	FeatureDefinition	92e3de37-3ad5-564b-9a89-471aa66a0e20
ProficiencyWitchTool	FeatureDefinitionPointPool	FeatureDefinition	97ba0501-5963-5642-96f4-2bc368f298af
ProficiencyWitchWeapon	FeatureDefinitionProficiency	FeatureDefinition	4c979244-2e24-5026-8ac1-d8c5b6e56f6a
ProtectorConstructFeatureSet	FeatureDefinitionFeatureSet	FeatureDefinition	9b699719-0d02-4949-ad94-cff6a05f36c7
ProtectorConstructLevel15AutopreparedSpells	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	4515c27b-f17b-4262-9e8c-a19c251f666e
ProtectorConstructLevel3AutopreparedSpells	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	25403813-58eb-47f4-b5ee-b7956cc02ccf
ProtectorConstructUpgradeFeatureSet	FeatureDefinitionFeatureSet	FeatureDefinition	59bc566d-5204-4e53-89cb-eebc537ae6ab
RallyingCryPower	FeatureDefinitionPower	FeatureDefinition	cabe94a7-7e51-4231-ae6d-e8e6e3954611
RangerArcanistMagic	FeatureDefinitionFeatureSet	FeatureDefinition	bf642eda-eb57-5e22-945b-7f43b58e933d
RedMagicAutoPreparedSpell	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	41cdb2c0-03d4-502c-b871-af662358b341
Retribution	FeatureDefinitionPower	FeatureDefinition	1fc63d9f-263c-4642-b75c-f7684ca6dd3d
RoguishConArtistFeint	FeatureDefinitionPower	FeatureDefinition	0f085afa-c18b-574f-b1d4-e7e933410b1a
RoguishConArtistMentalSavingThrows	FeatureDefinitionProficiency	FeatureDefinition	f2be4d53-1cc4-5146-a822-1c94456266f2
RoyalEnvoyAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	b16f8b68-0dab-49e5-b1a2-6fdfd8836849
RoyalEnvoyFeature	FeatureDefinitionFeatureSet	FeatureDefinition	c8299685-d806-4e20-aff0-ca3dd4000e05
SaveAffinityInfusionMagicalStrength	FeatureDefinitionSavingThrowAffinity	FeatureDefinition	ad73a087-d666-522b-8bbd-03d700f3004b
ScoutModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	ff6b9eb1-01ad-4100-ab12-7d6dc38ccc70
ScoutSentinelFeatureSet_level03	FeatureDefinitionFeatureSet	FeatureDefinition	a6560212-c665-49fd-94b7-378512e68edb
ScoutSentinelFeatureSet_level05	FeatureDefinitionFeatureSet	FeatureDefinition	a881c02a-7add-426b-a2d4-1f3994d12fa9
ScoutSentinelFeatureSet_level09	FeatureDefinitionFeatureSet	FeatureDefinition	87e8b110-4590-4791-b31c-b8bba5f362b1
ScoutSentinelFeatureSet_level15	FeatureDefinitionFeatureSet	FeatureDefinition	69a9ba53-4949-47ec-9693-467d053e4646
SelfDestruct	FeatureDefinitionPower	FeatureDefinition	68ecf3d9-f718-4c62-921c-f30df3708312
SelfRepair	FeatureDefinitionPower	FeatureDefinition	68db5cab-6fc9-4795-88a6-f89d81b0e4ef
SentinelModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	410768a3-757f-48ee-8a2f-bffd963c0a5b
ShadowTouchedAutoPrepBarbarian	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	b7acf706-9bbc-514b-b378-4bb805007d32
ShadowTouchedAutoPrepClassTinkerer	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	9b04bd07-5abe-5c39-b0e6-1e05b39afcb4
ShadowTouchedAutoPrepClassWitch	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	65988a55-e876-5b3e-8293-67af63841484
ShadowTouchedAutoPrepCleric	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	f6467972-bed2-52e5-b110-c62209c9a6d1
ShadowTouchedAutoPrepDruid	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	2d7ac948-e904-59ff-b600-6ccdd5cbf3cc
ShadowTouchedAutoPrepFighter	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	bff027a0-8d8d-5c79-a168-4fde7d8e261d
ShadowTouchedAutoPrepPaladin	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	c9c22360-c603-50cd-90c5-1ac7532dc66c
ShadowTouchedAutoPrepRanger	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	29358b66-329f-5546-890d-a7f1a4354fef
ShadowTouchedAutoPrepRogue	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	6b280ce2-71f0-5403-be98-02b591dc04ed
ShadowTouchedAutoPrepSorcerer	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	778c7686-ed1a-5845-9cb3-b542fc60a72f
ShadowTouchedAutoPrepWizard	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	d0b88e6a-94e9-5379-a64d-916f70fe19c6
SpellShieldAdditionalAction	FeatureDefinitionAdditionalAction	FeatureDefinition	f01a8cc0-4ea0-5733-8b2e-ace350ba4beb
SpellShieldSpellResistance	FeatureDefinitionSavingThrowAffinity	FeatureDefinition	b2ea8a6c-cac0-5ba3-af0a-735ed8fcd8ee
SubclassAutopreparedSpells	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	c5f03caa-7078-4da7-b166-00f292fcebfc
SubclassChoiceArtificerSpecialistArchetypes	FeatureDefinitionSubclassChoice	FeatureDefinition	d9377b60-5def-5aea-8c53-590647d09884
SubclassChoiceWitchCovens	FeatureDefinitionSubclassChoice	FeatureDefinition	7bf15fce-aef1-5eaa-af76-6b99c7e0aef5
SubclassMovementAffinities	FeatureDefinitionMovementAffinity	FeatureDefinition	14ef799a-edc6-4749-866b-9a6afc26d4fa
SubclassProficiencies	FeatureDefinitionProficiency	FeatureDefinition	1923caf6-672b-475a-bcdf-50d535ce65d1
summonArtificialServantPower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	d321d6f8-079e-58b9-b921-99a38fbf54bc
SummoningAffinityTinkererArtilleryConstruct	FeatureDefinitionSummoningAffinity	FeatureDefinition	edae2ec0-f871-4918-855a-117bd428d51e
SummoningAffinityTinkererConstruct	FeatureDefinitionSummoningAffinity	FeatureDefinition	0dbd3d80-96ce-4cf9-8ffa-597f1ea84c3b
SummoningAffinityWitchFamiliar	FeatureDefinitionSummoningAffinity	FeatureDefinition	2bf54dd0-7800-5fd8-a1e4-be86105d2761
SummonProtectorConstruct	FeatureDefinitionPower	FeatureDefinition	20b5ab3e-5124-4d08-9907-347f2f1284d4
SummonProtectorPowerConstruct_Upgrade	FeatureDefinitionPower	FeatureDefinition	34c307e9-5883-438c-9130-1f286b9cdafc
superiorBarkWardRetaliate	FeatureDefinitionPower	FeatureDefinition	9c73fb21-aa7d-5b58-9d87-1d940755f80e
SuperiorBarkWardRetaliationDamage	FeatureDefinitionDamageAffinity	FeatureDefinition	0d2a60bf-1b4c-5ad9-8c22-a732541f29c4
TempHPShield	FeatureDefinitionPower	FeatureDefinition	9ca27524-0b49-479e-b11d-085e00e77b8f
TempHPShield_09ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	feac61d2-d2af-43a8-8136-dce6df168d73
TempHPShield_15ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	82a01793-c5a4-4b87-a079-de79b7638c4f
TempHPShieldModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	b104ec34-5489-43b7-a887-0ffbb604ca8d
ThunderShield	FeatureDefinitionPower	FeatureDefinition	f5ca9b23-0326-4b26-86e7-33ebcc061faf
ThunderStruckDisadvantage	FeatureDefinitionCombatAffinity	FeatureDefinition	276daa3c-3ef2-4ea8-938f-f006d2721467
TinkererFlashOfGeniusAbilityCheck	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	2c99bcc0-4fc4-5138-a61f-9cfbee82cb27
TinkererFlashOfGeniusPower	FeatureDefinitionPower	FeatureDefinition	2b8dd57f-8d77-5355-801a-4be5e103afaa
TinkererFlashOfGeniusSavingThrow	FeatureDefinitionSavingThrowAffinity	FeatureDefinition	dedbbe03-4043-5f34-81d4-b2b51f596ea3
TinkererLevel10InfusionChoice	FeatureDefinitionFeatureSet	FeatureDefinition	2795e1ef-0e6d-5765-ba7a-dd1b6b2665a1
TinkererLevel14InfusionChoice	FeatureDefinitionFeatureSet	FeatureDefinition	279e37bf-da46-546a-b797-bc08f81db50a
TinkererLevel2InfusionChoice	FeatureDefinitionFeatureSet	FeatureDefinition	3120419f-9363-57b4-a4c8-8416184e4804
TinkererLevel6InfusionChoice	FeatureDefinitionFeatureSet	FeatureDefinition	3e8ad160-b206-5d8b-992c-74e2c52edc49
TinkererMagicalTinkering	FeatureDefinitionBonusCantrips	FeatureDefinition	2b5b6e4a-00e4-55b9-b453-4ede2fc58ad6
TinkererSoulOfArtificeSavingThrow	FeatureDefinitionSavingThrowAffinity	FeatureDefinition	0f0f5e39-3044-5ccc-a9c9-45213784b1d0
TinkererSpellStoringItem	FeatureDefinitionPower	FeatureDefinition	a96e75c2-86ab-5062-a8b1-50f07d3884a1
TraditionSpellMasterBonusCantrips	FeatureDefinitionPointPool	FeatureDefinition	367307e8-0f6a-5ef1-8d6d-2ee36a74cfef
TraditionSpellMasterSpellResistance	FeatureDefinitionSavingThrowAffinity	FeatureDefinition	b26e83cf-eef2-5ae5-ac8c-fd49c42fa7d6
UseArmorWeaponsAsFocus	FeatureDefinitionMagicAffinity	FeatureDefinition	55a4d71f-2b9d-4df6-abf1-c0cc6682eb9d
UsingitemPower	FeatureDefinitionActionAffinity	FeatureDefinition	39f8cb05-5475-456a-a9b2-022b6e07850b
WardenArmorProficiencyMulticlass	FeatureDefinitionProficiency	FeatureDefinition	19666e846975401b819d1ae72c5d27ac
WhiteMagicAutoPreparedSpell	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	790e347d-b2eb-5188-9c71-fc69c56b9d95
WitchBurnedFireResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	786b91f4-c41d-538e-b6cb-fbd992c3f59c
WitchBurnedProduceFlame	FeatureDefinitionBonusCantrips	FeatureDefinition	7f42eaf6-0048-5b2d-9f0e-f2380a3a60eb
WitchCacklePower	FeatureDefinitionPower	FeatureDefinition	3f26a5fd-b743-58c0-ad61-73573d9b9cdd
WitchFamiliarAutoPreparedSpell	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	b9f22d00-1229-5b96-af99-f80ec94c3583
WitchFeatureSetBurnedCurse	FeatureDefinitionFeatureSet	FeatureDefinition	6fec619b-5dc1-501e-8032-9990a719167f
WitchFeatureSetLovelessCurse	FeatureDefinitionFeatureSet	FeatureDefinition	fad735f1-4e69-521d-8c8d-288a4835dcf4
WitchFeatureSetMaledictions	FeatureDefinitionFeatureSet	FeatureDefinition	894fd263-01fa-56f1-a3ad-0c1f16d3c8d5
WitchFeatureSetRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	ac0f43fd-914a-507e-8048-59a63a1f913e
WitchFeatureSetVisionsCurse	FeatureDefinitionFeatureSet	FeatureDefinition	0d91c46c-4ba7-5d8b-86d6-5ebe8e893a0c
WitchFeatureSetWitchCurse	FeatureDefinitionFeatureSet	FeatureDefinition	457b14bb-e726-563c-8311-514c1401cb41
WitchLovelessCharmImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	1cf5a377-af27-579b-9112-d617a682e2cd
WitchMaledictionAbate	FeatureDefinitionPower	FeatureDefinition	ad0e93d8-84c7-56db-8aac-eb25c0a7c3f4
WitchMaledictionApathy	FeatureDefinitionPower	FeatureDefinition	6a3fddc2-6a9a-5465-ba2c-5d16c509417d
WitchMaledictionCharm	FeatureDefinitionPower	FeatureDefinition	24df9a7b-8b77-548a-b3c1-facd8ce5a424
WitchMaledictionDisorient	FeatureDefinitionPower	FeatureDefinition	a7043beb-6681-558f-8ed6-0fb8215900b2
WitchMaledictionEvilEye	FeatureDefinitionPower	FeatureDefinition	33f61a13-9f1c-5616-a3d8-bc2e592a02eb
WitchMaledictionObfuscate	FeatureDefinitionPower	FeatureDefinition	db00bd44-6b09-5f73-b3bb-0c6bbfdf18cf
WitchMaledictionPox	FeatureDefinitionPower	FeatureDefinition	f53945c2-dfa4-53a4-844e-a46c0dc04659
WitchMaledictionRuin	FeatureDefinitionPower	FeatureDefinition	8a607c9a-8ed5-50f5-8206-f62c2db0ab52
WitchRitualCastingMagicAffinity	FeatureDefinitionMagicAffinity	FeatureDefinition	4385a40d-40c6-55b8-90c7-087a0414d8a1
WitchVisionsInitiative	FeatureDefinitionAttributeModifier	FeatureDefinition	cb1d3f52-bfa7-5c7c-a094-46e17979b40e
AbilityAffinityInfusionMagicalStrength	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	9122a4d0-4675-5fd4-964a-0882b06592c0
AbilityAffinityRogueConArtist	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	955c0ca4-3428-5bd8-8eee-be4ebdd85731
AbilityCheckAffinityFeatPickPocket	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	30b1492a-053f-412e-b247-798fbc255038
KSRogueSubclassThugOvercomeCompetition	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	9c18b1ce-c277-5d4d-a60c-0cc69cf8b32a
LightningCloakAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	160e74ef-1596-4b68-8a5b-48b65b155b26
RoyalEnvoyAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	b16f8b68-0dab-49e5-b1a2-6fdfd8836849
TinkererFlashOfGeniusAbilityCheck	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	2c99bcc0-4fc4-5138-a61f-9cfbee82cb27
ActionAffinityConditionFrenzied	FeatureDefinitionActionAffinity	FeatureDefinitionActionAffinity	33b6da06-adb3-56d9-ba2d-5eecd7d1f934
ActionAffinitySpellShieldRangedDefense	FeatureDefinitionActionAffinity	FeatureDefinitionActionAffinity	ea79f85e-4454-5b6d-87b7-70c1557c932c
DHFeeblemindSpellActionAffinity	FeatureDefinitionActionAffinity	FeatureDefinitionActionAffinity	749a9572-07f6-4678-9458-904c04b9ab22
KSRogueSubclassThugBrutalMethods	FeatureDefinitionActionAffinity	FeatureDefinitionActionAffinity	2444519e-fdc2-57f7-a1f6-fb717542fab2
UsingitemPower	FeatureDefinitionActionAffinity	FeatureDefinitionActionAffinity	39f8cb05-5475-456a-a9b2-022b6e07850b
ArcaneFighterAdditionalAction	FeatureDefinitionAdditionalAction	FeatureDefinitionAdditionalAction	f4c14d99-a831-52bd-a354-7ade44ee417d
SpellShieldAdditionalAction	FeatureDefinitionAdditionalAction	FeatureDefinitionAdditionalAction	f01a8cc0-4ea0-5733-8b2e-ace350ba4beb
AdditionalDamageArcaneDetonation	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	2c2fd5c6-ea16-5ae6-92d2-4e1357d35c50
AdditionalDamageArcanistMark	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	4240bb3c-8a2d-5ab9-bd2d-c8fc7d79ded5
AdditionalDamagePugilist	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	36d24b2e-8ef4-4037-a82f-05e63d56f3d2
AdditionalDamageRadiantWeapon	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	6c19f349-ca91-5bbf-967b-f0ac74cab6a6
ArcaneFighterBonusWeaponDamage	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	7992f290-70ea-5fe6-90da-966962d0ad5f
ArtificerArtilleristArcaneFirearm	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	f5c4af73-6c3e-5a10-b818-b8d4d3be1029
ForceArtilleryAdditionalDamage	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	2e726b2e-052f-482f-a869-721851fcb407
KSRogueSubclassThugExploitVulnerabilities	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	d4f67d9f-f5db-54ff-b215-243ff983becb
LightningSpearAdditionalDamage	FeatureDefinitionAdditionalDamage	FeatureDefinitionAdditionalDamage	52d19882-ca63-422d-aece-d80f806859a8
PathOfTheLightIlluminatingStrike	SolastaCommunityExpansion.Subclasses.Barbarian.PathOfTheLight+IlluminatingStrikeAdditionalDamage	FeatureDefinitionAdditionalDamage	6cf534e4-d124-50f4-803a-7cfd0b277e5f
AbilityAffinityInfusionMagicalStrength	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAffinity	9122a4d0-4675-5fd4-964a-0882b06592c0
AbilityAffinityRogueConArtist	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAffinity	955c0ca4-3428-5bd8-8eee-be4ebdd85731
AbilityCheckAffinityFeatPickPocket	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAffinity	30b1492a-053f-412e-b247-798fbc255038
AHRageDamageBonusAttackModifier	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	7bc1a47e-9519-4a37-a89a-10bcfa83e48a
AHRageStrengthSavingThrowAffinity	FeatureDefinitionSavingThrowAffinity	FeatureDefinitionAffinity	17d26173-7353-4087-a295-96e1ec2e6cd4
ArtificerAlchemistAlchemicalSavantHealing	FeatureDefinitionHealingModifier	FeatureDefinitionAffinity	2889a2bc-93e0-5c1a-9259-72ddb9b81b18
AttackModifierArtificerBattleSmithJolt	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	12babdac-a241-5072-ba6e-5f683d1e51f9
AttackModifierArtificerBattleSmithJolt2	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	3a017fa3-7e9a-5a6f-b134-15d75b4dec90
AttackModifierArtificerBattleSmithWeapon	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	66649c77-c22e-5fa2-9566-e3f9408f3690
AttackModifierMeleeWizard	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	d48630de-f568-5b70-aad7-58bf675602ba
BalancingAdvantage	FeatureDefinitionCombatAffinity	FeatureDefinitionAffinity	9dc28618-3adb-497d-930d-2a01bcac42d5
CombatAffinityDisorient	FeatureDefinitionCombatAffinity	FeatureDefinitionAffinity	c53bf112-a3ad-51d7-9ed0-0de5d2a87f95
CraftingTinkererMagicItemAdept	FeatureDefinitionCraftingAffinity	FeatureDefinitionAffinity	c4706d4e-3794-5cd6-92ce-c1afd810f954
DHHolyAuraSpellDamageAffinity	FeatureDefinitionDamageAffinity	FeatureDefinitionAffinity	c83aceae-e4c4-4a9c-a83d-58ffebe92007
DieRollModifierFeatSavageAttacker	FeatureDefinitionDieRollModifier	FeatureDefinitionAffinity	d30bbad2-4b3c-5a64-9dd9-fb9ef88ed93a
DieRollModifierFeatSavageMagicAttacker	FeatureDefinitionDieRollModifier	FeatureDefinitionAffinity	0016c376-51f9-58a7-b0ac-a8d1bdc530bc
DruidForestGuardianSylvanWarMagic	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	1edd7942-b88d-54e6-b7f1-65adb8009def
Enhanced Focus	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	38575e67-ecc7-5a8a-9898-e209c4d5390e
ImprovedBarkWardRetaliationDamage	FeatureDefinitionDamageAffinity	FeatureDefinitionAffinity	9213ab09-a35f-59e3-ac3e-d4dbd3eddd3f
ImprovedEnhancedFocus	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	69a06d2c-ca3d-5188-903a-e1fa742df195
InfusionBagOfHolding	FeatureDefinitionEquipmentAffinity	FeatureDefinitionAffinity	422f596d-763d-5b06-9bb1-feee9470d31c
IntToAttackAndDamage	FeatureDefinitionAttackModifier	FeatureDefinitionAffinity	ebb243f7-382c-4caf-9d7f-40c80dab4623
KSRogueSubclassThugOvercomeCompetition	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAffinity	9c18b1ce-c277-5d4d-a60c-0cc69cf8b32a
LightningCloakAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinitionAffinity	160e74ef-1596-4b68-8a5b-48b65b155b26
MagicAffinityArtificerAlchemicalSavantHeightened	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	fca5144b-4590-5300-9b50-bd04872517a8
MagicAffinityArtificerInfusionCasting	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	43adb72f-5ff5-5504-87a6-406b9ccfb5d0
MagicAffinityControlHeightened	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	af0d6b9d-6b6c-562e-a515-ced5b24ab1c2
MagicAffinityFighterSpellShield	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	88d441bc-25ac-5610-872f-87f0a102499c
MagicAffinityLifeTransmuterHeightened	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	c4d1d236-c7f9-5131-bfd2-89f381fa749a
MagicAffinityMasterManipulatorDC	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	80f89684-165f-51d8-b986-2f3972dce1e8
MagicAffinityMeleeWizardConcentration	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	391e082e-73e0-5768-bc4a-79e56ca6e23a
MagicAffinityMindSharpener	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	02fc665f-a827-5e8d-bd9b-807b8c4b9824
MagicAffinityRangerArcanist	FeatureDefinitionMagicAffinity	FeatureDefinitionAffinity	63372bfb-ca38-554c-a8ee-3476a34fc7b6
